trip_id,arrival_time,departure_time,stop_id,stop_sequence
r016_e02_w,11:00:00,11:00:00,s0042,1
r016_e02_w,,,s0050,2
r016_e02_w,,,s0045,3
r016_e02_w,,,s0213,4
r016_e02_w,,,s0334,5
r016_e02_w,,,s0345,6
r016_e02_w,,,s0221,7
r016_e02_w,,,s0003,8
r016_e02_w,,,s0126,9
r016_e02_w,,,s0275,10
r016_e02_w,,,s0278,11
r016_e02_w,,,s0276,12
r016_e02_w,,,s0274,13
r016_e02_w,,,s0125,14
r016_e02_w,,,s0252,15
r016_e02_w,12:25:00,12:25:00,s0253,16
r016_e02_b,12:30:00,12:30:00,s0253,1
r016_e02_b,,,s0252,2
r016_e02_b,,,s0125,3
r016_e02_b,,,s0274,4
r016_e02_b,,,s0276,5
r016_e02_b,,,s0278,6
r016_e02_b,,,s0275,7
r016_e02_b,,,s0126,8
r016_e02_b,,,s0003,9
r016_e02_b,,,s0221,10
r016_e02_b,,,s0345,11
r016_e02_b,,,s0334,12
r016_e02_b,,,s0213,13
r016_e02_b,,,s0045,14
r016_e02_b,,,s0050,15
r016_e02_b,13:55:00,13:55:00,s0042,16
r016_e03_w,14:00:00,14:00:00,s0042,1
r016_e03_w,,,s0050,2
r016_e03_w,,,s0045,3
r016_e03_w,,,s0213,4
r016_e03_w,,,s0334,5
r016_e03_w,,,s0345,6
r016_e03_w,,,s0221,7
r016_e03_w,,,s0003,8
r016_e03_w,,,s0126,9
r016_e03_w,,,s0275,10
r016_e03_w,,,s0278,11
r016_e03_w,,,s0276,12
r016_e03_w,,,s0274,13
r016_e03_w,,,s0125,14
r016_e03_w,,,s0252,15
r016_e03_w,15:25:00,15:25:00,s0253,16
r016_e03_b,15:30:00,15:30:00,s0253,1
r016_e03_b,,,s0252,2
r016_e03_b,,,s0125,3
r016_e03_b,,,s0274,4
r016_e03_b,,,s0276,5
r016_e03_b,,,s0278,6
r016_e03_b,,,s0275,7
r016_e03_b,,,s0126,8
r016_e03_b,,,s0003,9
r016_e03_b,,,s0221,10
r016_e03_b,,,s0345,11
r016_e03_b,,,s0334,12
r016_e03_b,,,s0213,13
r016_e03_b,,,s0045,14
r016_e03_b,,,s0050,15
r016_e03_b,16:55:00,16:55:00,s0042,16
r016_e04_w,16:00:00,16:00:00,s0042,1
r016_e04_w,,,s0050,2
r016_e04_w,,,s0045,3
r016_e04_w,,,s0213,4
r016_e04_w,,,s0334,5
r016_e04_w,,,s0345,6
r016_e04_w,,,s0221,7
r016_e04_w,,,s0003,8
r016_e04_w,,,s0126,9
r016_e04_w,,,s0275,10
r016_e04_w,,,s0278,11
r016_e04_w,,,s0276,12
r016_e04_w,,,s0274,13
r016_e04_w,,,s0125,14
r016_e04_w,,,s0252,15
r016_e04_w,17:25:00,17:25:00,s0253,16
r016_e04_b,17:45:00,17:45:00,s0253,1
r016_e04_b,,,s0252,2
r016_e04_b,,,s0125,3
r016_e04_b,,,s0274,4
r016_e04_b,,,s0276,5
r016_e04_b,,,s0278,6
r016_e04_b,,,s0275,7
r016_e04_b,,,s0126,8
r016_e04_b,,,s0003,9
r016_e04_b,,,s0221,10
r016_e04_b,,,s0345,11
r016_e04_b,,,s0334,12
r016_e04_b,,,s0213,13
r016_e04_b,,,s0045,14
r016_e04_b,,,s0050,15
r016_e04_b,19:10:00,19:10:00,s0042,16
r016_e05_w,18:15:00,18:15:00,s0042,1
r016_e05_w,,,s0050,2
r016_e05_w,,,s0045,3
r016_e05_w,,,s0213,4
r016_e05_w,,,s0334,5
r016_e05_w,,,s0345,6
r016_e05_w,,,s0221,7
r016_e05_w,,,s0003,8
r016_e05_w,,,s0126,9
r016_e05_w,,,s0275,10
r016_e05_w,,,s0278,11
r016_e05_w,,,s0276,12
r016_e05_w,,,s0274,13
r016_e05_w,,,s0125,14
r016_e05_w,,,s0252,15
r016_e05_w,19:40:00,19:40:00,s0253,16
r016_e05_b,05:00:00,05:00:00,s0253,1
r016_e05_b,,,s0252,2
r016_e05_b,,,s0125,3
r016_e05_b,,,s0274,4
r016_e05_b,,,s0276,5
r016_e05_b,,,s0278,6
r016_e05_b,,,s0275,7
r016_e05_b,,,s0126,8
r016_e05_b,,,s0003,9
r016_e05_b,,,s0221,10
r016_e05_b,,,s0345,11
r016_e05_b,,,s0334,12
r016_e05_b,,,s0213,13
r016_e05_b,,,s0045,14
r016_e05_b,,,s0050,15
r016_e05_b,06:25:00,06:25:00,s0042,16
r016_e06_w,19:30:00,19:30:00,s0042,1
r016_e06_w,,,s0050,2
r016_e06_w,,,s0045,3
r016_e06_w,,,s0213,4
r016_e06_w,,,s0334,5
r016_e06_w,,,s0345,6
r016_e06_w,,,s0221,7
r016_e06_w,,,s0003,8
r016_e06_w,,,s0126,9
r016_e06_w,,,s0275,10
r016_e06_w,,,s0278,11
r016_e06_w,,,s0276,12
r016_e06_w,,,s0274,13
r016_e06_w,,,s0125,14
r016_e06_w,,,s0252,15
r016_e06_w,20:55:00,20:55:00,s0253,16
r016_e06_b,06:30:00,06:30:00,s0253,1
r016_e06_b,,,s0252,2
r016_e06_b,,,s0125,3
r016_e06_b,,,s0274,4
r016_e06_b,,,s0276,5
r016_e06_b,,,s0278,6
r016_e06_b,,,s0275,7
r016_e06_b,,,s0126,8
r016_e06_b,,,s0003,9
r016_e06_b,,,s0221,10
r016_e06_b,,,s0345,11
r016_e06_b,,,s0334,12
r016_e06_b,,,s0213,13
r016_e06_b,,,s0045,14
r016_e06_b,,,s0050,15
r016_e06_b,07:55:00,07:55:00,s0042,16
r017_e00_w,06:00:00,06:00:00,s0042,1
r017_e00_w,,,s0051,2
r017_e00_w,,,s0052,3
r017_e00_w,,,s0172,4
r017_e00_w,,,s0016,5
r017_e00_w,,,s0289,6
r017_e00_w,,,s0231,7
r017_e00_w,,,s0086,8
r017_e00_w,,,s0059,9
r017_e00_w,,,s0073,10
r017_e00_w,,,s0395,11
r017_e00_w,,,s0073,12
r017_e00_w,,,s0069,13
r017_e00_w,06:50:00,06:50:00,s0204,14
r017_e00_b,07:00:00,07:00:00,s0204,1
r017_e00_b,,,s0069,2
r017_e00_b,,,s0073,3
r017_e00_b,,,s0395,4
r017_e00_b,,,s0073,5
r017_e00_b,,,s0059,6
r017_e00_b,,,s0086,7
r017_e00_b,,,s0231,8
r017_e00_b,,,s0289,9
r017_e00_b,,,s0016,10
r017_e00_b,,,s0172,11
r017_e00_b,,,s0052,12
r017_e00_b,,,s0051,13
r017_e00_b,07:50:00,07:50:00,s0042,14
r017_e01_w,06:40:00,06:40:00,s0042,1
r017_e01_w,,,s0051,2
r017_e01_w,,,s0052,3
r017_e01_w,,,s0172,4
r017_e01_w,,,s0016,5
r017_e01_w,,,s0289,6
r017_e01_w,,,s0231,7
r017_e01_w,,,s0086,8
r017_e01_w,,,s0059,9
r017_e01_w,,,s0073,10
r017_e01_w,,,s0395,11
r017_e01_w,,,s0073,12
r017_e01_w,,,s0069,13
r017_e01_w,07:40:00,07:40:00,s0204,14
r017_e01_b,07:50:00,07:50:00,s0204,1
r017_e01_b,,,s0069,2
r017_e01_b,,,s0073,3
r017_e01_b,,,s0395,4
r017_e01_b,,,s0073,5
r017_e01_b,,,s0059,6
r017_e01_b,,,s0086,7
r017_e01_b,,,s0231,8
r017_e01_b,,,s0289,9
r017_e01_b,,,s0016,10
r017_e01_b,,,s0172,11
r017_e01_b,,,s0052,12
r017_e01_b,,,s0051,13
r017_e01_b,08:50:00,08:50:00,s0042,14
r017_e02_w,07:30:00,07:30:00,s0042,1
r017_e02_w,,,s0051,2
r017_e02_w,,,s0052,3
r017_e02_w,,,s0172,4
r017_e02_w,,,s0016,5
r017_e02_w,,,s0289,6
r017_e02_w,,,s0231,7
r017_e02_w,,,s0086,8
r017_e02_w,,,s0059,9
r017_e02_w,,,s0073,10
r017_e02_w,,,s0395,11
r017_e02_w,,,s0073,12
r017_e02_w,,,s0069,13
r017_e02_w,08:45:00,08:45:00,s0204,14
r017_e02_b,08:50:00,08:50:00,s0204,1
r017_e02_b,,,s0069,2
r017_e02_b,,,s0073,3
r017_e02_b,,,s0395,4
r017_e02_b,,,s0073,5
r017_e02_b,,,s0059,6
r017_e02_b,,,s0086,7
r017_e02_b,,,s0231,8
r017_e02_b,,,s0289,9
r017_e02_b,,,s0016,10
r017_e02_b,,,s0172,11
r017_e02_b,,,s0052,12
r017_e02_b,,,s0051,13
r017_e02_b,10:05:00,10:05:00,s0042,14
r017_e03_w,09:30:00,09:30:00,s0042,1
r017_e03_w,,,s0051,2
r017_e03_w,,,s0052,3
r017_e03_w,,,s0172,4
r017_e03_w,,,s0016,5
r017_e03_w,,,s0289,6
r017_e03_w,,,s0231,7
r017_e03_w,,,s0086,8
r017_e03_w,,,s0059,9
r017_e03_w,,,s0073,10
r017_e03_w,,,s0395,11
r017_e03_w,,,s0073,12
r017_e03_w,,,s0069,13
r017_e03_w,10:30:00,10:30:00,s0204,14
r017_e03_b,10:40:00,10:40:00,s0204,1
r017_e03_b,,,s0069,2
r017_e03_b,,,s0073,3
r017_e03_b,,,s0395,4
r017_e03_b,,,s0073,5
r017_e03_b,,,s0059,6
r017_e03_b,,,s0086,7
r017_e03_b,,,s0231,8
r017_e03_b,,,s0289,9
r017_e03_b,,,s0016,10
r017_e03_b,,,s0172,11
r017_e03_b,,,s0052,12
r017_e03_b,,,s0051,13
r017_e03_b,11:40:00,11:40:00,s0042,14
r017_e04_w,11:30:00,11:30:00,s0042,1
r017_e04_w,,,s0051,2
r017_e04_w,,,s0052,3
r017_e04_w,,,s0172,4
r017_e04_w,,,s0016,5
r017_e04_w,,,s0289,6
r017_e04_w,,,s0231,7
r017_e04_w,,,s0086,8
r017_e04_w,,,s0059,9
r017_e04_w,,,s0073,10
r017_e04_w,,,s0395,11
r017_e04_w,,,s0073,12
r017_e04_w,,,s0069,13
r017_e04_w,12:20:00,12:20:00,s0204,14
r017_e04_b,12:30:00,12:30:00,s0204,1
r017_e04_b,,,s0069,2
r017_e04_b,,,s0073,3
r017_e04_b,,,s0395,4
r017_e04_b,,,s0073,5
r017_e04_b,,,s0059,6
r017_e04_b,,,s0086,7
r017_e04_b,,,s0231,8
r017_e04_b,,,s0289,9
r017_e04_b,,,s0016,10
r017_e04_b,,,s0172,11
r017_e04_b,,,s0052,12
r017_e04_b,,,s0051,13
r017_e04_b,13:20:00,13:20:00,s0042,14
r017_e05_w,12:30:00,12:30:00,s0042,1
r017_e05_w,,,s0051,2
r017_e05_w,,,s0052,3
r017_e05_w,,,s0172,4
r017_e05_w,,,s0016,5
r017_e05_w,,,s0289,6
r017_e05_w,,,s0231,7
r017_e05_w,,,s0086,8
r017_e05_w,,,s0059,9
r017_e05_w,,,s0073,10
r017_e05_w,,,s0395,11
r017_e05_w,,,s0073,12
r017_e05_w,,,s0069,13
r017_e05_w,13:35:00,13:35:00,s0204,14
r017_e05_b,14:00:00,14:00:00,s0204,1
r017_e05_b,,,s0069,2
r017_e05_b,,,s0073,3
r017_e05_b,,,s0395,4
r017_e05_b,,,s0073,5
r017_e05_b,,,s0059,6
r017_e05_b,,,s0086,7
r017_e05_b,,,s0231,8
r017_e05_b,,,s0289,9
r017_e05_b,,,s0016,10
r017_e05_b,,,s0172,11
r017_e05_b,,,s0052,12
r017_e05_b,,,s0051,13
r017_e05_b,15:05:00,15:05:00,s0042,14
r017_e06_w,13:30:00,13:30:00,s0042,1
r017_e06_w,,,s0051,2
r017_e06_w,,,s0052,3
r017_e06_w,,,s0172,4
r017_e06_w,,,s0016,5
r017_e06_w,,,s0289,6
r017_e06_w,,,s0231,7
r017_e06_w,,,s0086,8
r017_e06_w,,,s0059,9
r017_e06_w,,,s0073,10
r017_e06_w,,,s0395,11
r017_e06_w,,,s0073,12
r017_e06_w,,,s0069,13
r017_e06_w,14:30:00,14:30:00,s0204,14
r017_e06_b,15:00:00,15:00:00,s0204,1
r017_e06_b,,,s0069,2
r017_e06_b,,,s0073,3
r017_e06_b,,,s0395,4
r017_e06_b,,,s0073,5
r017_e06_b,,,s0059,6
r017_e06_b,,,s0086,7
r017_e06_b,,,s0231,8
r017_e06_b,,,s0289,9
r017_e06_b,,,s0016,10
r017_e06_b,,,s0172,11
r017_e06_b,,,s0052,12
r017_e06_b,,,s0051,13
r017_e06_b,16:00:00,16:00:00,s0042,14
r017_e07_w,15:00:00,15:00:00,s0042,1
r017_e07_w,,,s0051,2
r017_e07_w,,,s0052,3
r017_e07_w,,,s0172,4
r017_e07_w,,,s0016,5
r017_e07_w,,,s0289,6
r017_e07_w,,,s0231,7
r017_e07_w,,,s0086,8
r017_e07_w,,,s0059,9
r017_e07_w,,,s0073,10
r017_e07_w,,,s0395,11
r017_e07_w,,,s0073,12
r017_e07_w,,,s0069,13
r017_e07_w,15:50:00,15:50:00,s0204,14
r017_e07_b,16:00:00,16:00:00,s0204,1
r017_e07_b,,,s0069,2
r017_e07_b,,,s0073,3
r017_e07_b,,,s0395,4
r017_e07_b,,,s0073,5
r017_e07_b,,,s0059,6
r017_e07_b,,,s0086,7
r017_e07_b,,,s0231,8
r017_e07_b,,,s0289,9
r017_e07_b,,,s0016,10
r017_e07_b,,,s0172,11
r017_e07_b,,,s0052,12
r017_e07_b,,,s0051,13
r017_e07_b,16:50:00,16:50:00,s0042,14
r017_e08_w,15:30:00,15:30:00,s0042,1
r017_e08_w,,,s0051,2
r017_e08_w,,,s0052,3
r017_e08_w,,,s0172,4
r017_e08_w,,,s0016,5
r017_e08_w,,,s0289,6
r017_e08_w,,,s0231,7
r017_e08_w,,,s0086,8
r017_e08_w,,,s0059,9
r017_e08_w,,,s0073,10
r017_e08_w,,,s0395,11
r017_e08_w,,,s0073,12
r017_e08_w,,,s0069,13
r017_e08_w,16:45:00,16:45:00,s0204,14
r017_e08_b,16:50:00,16:50:00,s0204,1
r017_e08_b,,,s0069,2
r017_e08_b,,,s0073,3
r017_e08_b,,,s0395,4
r017_e08_b,,,s0073,5
r017_e08_b,,,s0059,6
r017_e08_b,,,s0086,7
r017_e08_b,,,s0231,8
r017_e08_b,,,s0289,9
r017_e08_b,,,s0016,10
r017_e08_b,,,s0172,11
r017_e08_b,,,s0052,12
r017_e08_b,,,s0051,13
r017_e08_b,18:05:00,18:05:00,s0042,14
r017_e09_w,16:30:00,16:30:00,s0042,1
r017_e09_w,,,s0051,2
r017_e09_w,,,s0052,3
r017_e09_w,,,s0172,4
r017_e09_w,,,s0016,5
r017_e09_w,,,s0289,6
r017_e09_w,,,s0231,7
r017_e09_w,,,s0086,8
r017_e09_w,,,s0059,9
r017_e09_w,,,s0073,10
r017_e09_w,,,s0395,11
r017_e09_w,,,s0073,12
r017_e09_w,,,s0069,13
r017_e09_w,17:20:00,17:20:00,s0204,14
r017_e09_b,17:30:00,17:30:00,s0204,1
r017_e09_b,,,s0069,2
r017_e09_b,,,s0073,3
r017_e09_b,,,s0395,4
r017_e09_b,,,s0073,5
r017_e09_b,,,s0059,6
r017_e09_b,,,s0086,7
r017_e09_b,,,s0231,8
r017_e09_b,,,s0289,9
r017_e09_b,,,s0016,10
r017_e09_b,,,s0172,11
r017_e09_b,,,s0052,12
r017_e09_b,,,s0051,13
r017_e09_b,18:20:00,18:20:00,s0042,14
r017_e10_w,17:30:00,17:30:00,s0042,1
r017_e10_w,,,s0051,2
r017_e10_w,,,s0052,3
r017_e10_w,,,s0172,4
r017_e10_w,,,s0016,5
r017_e10_w,,,s0289,6
r017_e10_w,,,s0231,7
r017_e10_w,,,s0086,8
r017_e10_w,,,s0059,9
r017_e10_w,,,s0073,10
r017_e10_w,,,s0395,11
r017_e10_w,,,s0073,12
r017_e10_w,,,s0069,13
r017_e10_w,18:30:00,18:30:00,s0204,14
r017_e10_b,18:50:00,18:50:00,s0204,1
r017_e10_b,,,s0069,2
r017_e10_b,,,s0073,3
r017_e10_b,,,s0395,4
r017_e10_b,,,s0073,5
r017_e10_b,,,s0059,6
r017_e10_b,,,s0086,7
r017_e10_b,,,s0231,8
r017_e10_b,,,s0289,9
r017_e10_b,,,s0016,10
r017_e10_b,,,s0172,11
r017_e10_b,,,s0052,12
r017_e10_b,,,s0051,13
r017_e10_b,19:50:00,19:50:00,s0042,14
r017_e11_w,18:15:00,18:15:00,s0042,1
r017_e11_w,,,s0051,2
r017_e11_w,,,s0052,3
r017_e11_w,,,s0172,4
r017_e11_w,,,s0016,5
r017_e11_w,,,s0289,6
r017_e11_w,,,s0231,7
r017_e11_w,,,s0086,8
r017_e11_w,,,s0059,9
r017_e11_w,,,s0073,10
r017_e11_w,,,s0395,11
r017_e11_w,,,s0073,12
r017_e11_w,,,s0069,13
r017_e11_w,19:30:00,19:30:00,s0204,14
r017_e11_b,21:30:00,21:30:00,s0204,1
r017_e11_b,,,s0069,2
r017_e11_b,,,s0073,3
r017_e11_b,,,s0395,4
r017_e11_b,,,s0073,5
r017_e11_b,,,s0059,6
r017_e11_b,,,s0086,7
r017_e11_b,,,s0231,8
r017_e11_b,,,s0289,9
r017_e11_b,,,s0016,10
r017_e11_b,,,s0172,11
r017_e11_b,,,s0052,12
r017_e11_b,,,s0051,13
r017_e11_b,22:45:00,22:45:00,s0042,14
r017_e12_w,19:00:00,19:00:00,s0042,1
r017_e12_w,,,s0051,2
r017_e12_w,,,s0052,3
r017_e12_w,,,s0172,4
r017_e12_w,,,s0016,5
r017_e12_w,,,s0289,6
r017_e12_w,,,s0231,7
r017_e12_w,,,s0086,8
r017_e12_w,,,s0059,9
r017_e12_w,,,s0073,10
r017_e12_w,,,s0395,11
r017_e12_w,,,s0073,12
r017_e12_w,,,s0069,13
r017_e12_w,19:50:00,19:50:00,s0204,14
r017_e12_b,05:00:00,05:00:00,s0204,1
r017_e12_b,,,s0069,2
r017_e12_b,,,s0073,3
r017_e12_b,,,s0395,4
r017_e12_b,,,s0073,5
r017_e12_b,,,s0059,6
r017_e12_b,,,s0086,7
r017_e12_b,,,s0231,8
r017_e12_b,,,s0289,9
r017_e12_b,,,s0016,10
r017_e12_b,,,s0172,11
r017_e12_b,,,s0052,12
r017_e12_b,,,s0051,13
r017_e12_b,05:50:00,05:50:00,s0042,14
r017_e13_w,20:00:00,20:00:00,s0042,1
r017_e13_w,,,s0051,2
r017_e13_w,,,s0052,3
r017_e13_w,,,s0172,4
r017_e13_w,,,s0016,5
r017_e13_w,,,s0289,6
r017_e13_w,,,s0231,7
r017_e13_w,,,s0086,8
r017_e13_w,,,s0059,9
r017_e13_w,,,s0073,10
r017_e13_w,,,s0395,11
r017_e13_w,,,s0073,12
r017_e13_w,,,s0069,13
r017_e13_w,21:00:00,21:00:00,s0204,14
r017_e13_b,05:30:00,05:30:00,s0204,1
r017_e13_b,,,s0069,2
r017_e13_b,,,s0073,3
r017_e13_b,,,s0395,4
r017_e13_b,,,s0073,5
r017_e13_b,,,s0059,6
r017_e13_b,,,s0086,7
r017_e13_b,,,s0231,8
r017_e13_b,,,s0289,9
r017_e13_b,,,s0016,10
r017_e13_b,,,s0172,11
r017_e13_b,,,s0052,12
r017_e13_b,,,s0051,13
r017_e13_b,06:30:00,06:30:00,s0042,14
r017_e14_w,23:45:00,23:45:00,s0042,1
r017_e14_w,,,s0051,2
r017_e14_w,,,s0052,3
r017_e14_w,,,s0172,4
r017_e14_w,,,s0016,5
r017_e14_w,,,s0289,6
r017_e14_w,,,s0231,7
r017_e14_w,,,s0086,8
r017_e14_w,,,s0059,9
r017_e14_w,,,s0073,10
r017_e14_w,,,s0395,11
r017_e14_w,,,s0073,12
r017_e14_w,,,s0069,13
r017_e14_w,25:00:00,25:00:00,s0204,14
r017_e14_b,06:10:00,06:10:00,s0204,1
r017_e14_b,,,s0069,2
r017_e14_b,,,s0073,3
r017_e14_b,,,s0395,4
r017_e14_b,,,s0073,5
r017_e14_b,,,s0059,6
r017_e14_b,,,s0086,7
r017_e14_b,,,s0231,8
r017_e14_b,,,s0289,9
r017_e14_b,,,s0016,10
r017_e14_b,,,s0172,11
r017_e14_b,,,s0052,12
r017_e14_b,,,s0051,13
r017_e14_b,07:25:00,07:25:00,s0042,14
r018_e00_w,07:00:00,07:00:00,s0042,1
r018_e00_w,,,s0051,2
r018_e00_w,,,s0052,3
r018_e00_w,,,s0172,4
r018_e00_w,,,s0016,5
r018_e00_w,,,s0289,6
r018_e00_w,,,s0231,7
r018_e00_w,,,s0086,8
r018_e00_w,,,s0087,9
r018_e00_w,,,s0076,10
r018_e00_w,,,s0201,11
r018_e00_w,,,s0203,12
r018_e00_w,,,s0202,13
r018_e00_w,,,s0192,14
r018_e00_w,,,s0193,15
r018_e00_w,,,s0194,16
r018_e00_w,,,s0329,17
r018_e00_w,,,s0315,18
r018_e00_w,,,s0316,19
r018_e00_w,,,s0317,20
r018_e00_w,08:35:00,08:35:00,s0330,21
r018_e00_b,08:40:00,08:40:00,s0330,1
r018_e00_b,,,s0317,2
r018_e00_b,,,s0316,3
r018_e00_b,,,s0315,4
r018_e00_b,,,s0329,5
r018_e00_b,,,s0194,6
r018_e00_b,,,s0193,7
r018_e00_b,,,s0192,8
r018_e00_b,,,s0202,9
r018_e00_b,,,s0203,10
r018_e00_b,,,s0201,11
r018_e00_b,,,s0076,12
r018_e00_b,,,s0087,13
r018_e00_b,,,s0086,14
r018_e00_b,,,s0231,15
r018_e00_b,,,s0289,16
r018_e00_b,,,s0016,17
r018_e00_b,,,s0172,18
r018_e00_b,,,s0052,19
r018_e00_b,,,s0051,20
r018_e00_b,10:15:00,10:15:00,s0042,21
r018_e01_w,08:00:00,08:00:00,s0042,1
r018_e01_w,,,s0051,2
r018_e01_w,,,s0052,3
r018_e01_w,,,s0172,4
r018_e01_w,,,s0016,5
r018_e01_w,,,s0289,6
r018_e01_w,,,s0231,7
r018_e01_w,,,s0086,8
r018_e01_w,,,s0087,9
r018_e01_w,,,s0076,10
r018_e01_w,,,s0201,11
r018_e01_w,,,s0203,12
r018_e01_w,,,s0202,13
r018_e01_w,,,s0192,14
r018_e01_w,,,s0193,15
r018_e01_w,,,s0194,16
r018_e01_w,,,s0329,17
r018_e01_w,,,s0315,18
r018_e01_w,,,s0316,19
r018_e01_w,,,s0317,20
r018_e01_w,09:25:00,09:25:00,s0330,21
r018_e01_b,10:00:00,10:00:00,s0330,1
r018_e01_b,,,s0317,2
r018_e01_b,,,s0316,3
r018_e01_b,,,s0315,4
r018_e01_b,,,s0329,5
r018_e01_b,,,s0194,6
r018_e01_b,,,s0193,7
r018_e01_b,,,s0192,8
r018_e01_b,,,s0202,9
r018_e01_b,,,s0203,10
r018_e01_b,,,s0201,11
r018_e01_b,,,s0076,12
r018_e01_b,,,s0087,13
r018_e01_b,,,s0086,14
r018_e01_b,,,s0231,15
r018_e01_b,,,s0289,16
r018_e01_b,,,s0016,17
r018_e01_b,,,s0172,18
r018_e01_b,,,s0052,19
r018_e01_b,,,s0051,20
r018_e01_b,11:25:00,11:25:00,s0042,21
r018_e02_w,10:30:00,10:30:00,s0042,1
r018_e02_w,,,s0051,2
r018_e02_w,,,s0052,3
r018_e02_w,,,s0172,4
r018_e02_w,,,s0016,5
r018_e02_w,,,s0289,6
r018_e02_w,,,s0231,7
r018_e02_w,,,s0086,8
r018_e02_w,,,s0087,9
r018_e02_w,,,s0076,10
r018_e02_w,,,s0201,11
r018_e02_w,,,s0203,12
r018_e02_w,,,s0202,13
r018_e02_w,,,s0192,14
r018_e02_w,,,s0193,15
r018_e02_w,,,s0194,16
r018_e02_w,,,s0329,17
r018_e02_w,,,s0315,18
r018_e02_w,,,s0316,19
r018_e02_w,,,s0317,20
r018_e02_w,11:55:00,11:55:00,s0330,21
r018_e02_b,12:30:00,12:30:00,s0330,1
r018_e02_b,,,s0317,2
r018_e02_b,,,s0316,3
r018_e02_b,,,s0315,4
r018_e02_b,,,s0329,5
r018_e02_b,,,s0194,6
r018_e02_b,,,s0193,7
r018_e02_b,,,s0192,8
r018_e02_b,,,s0202,9
r018_e02_b,,,s0203,10
r018_e02_b,,,s0201,11
r018_e02_b,,,s0076,12
r018_e02_b,,,s0087,13
r018_e02_b,,,s0086,14
r018_e02_b,,,s0231,15
r018_e02_b,,,s0289,16
r018_e02_b,,,s0016,17
r018_e02_b,,,s0172,18
r018_e02_b,,,s0052,19
r018_e02_b,,,s0051,20
r018_e02_b,13:55:00,13:55:00,s0042,21
r018_e03_w,12:15:00,12:15:00,s0042,1
r018_e03_w,,,s0051,2
r018_e03_w,,,s0052,3
r018_e03_w,,,s0172,4
r018_e03_w,,,s0016,5
r018_e03_w,,,s0289,6
r018_e03_w,,,s0231,7
r018_e03_w,,,s0086,8
r018_e03_w,,,s0087,9
r018_e03_w,,,s0076,10
r018_e03_w,,,s0201,11
r018_e03_w,,,s0203,12
r018_e03_w,,,s0202,13
r018_e03_w,,,s0192,14
r018_e03_w,,,s0193,15
r018_e03_w,,,s0194,16
r018_e03_w,,,s0329,17
r018_e03_w,,,s0315,18
r018_e03_w,,,s0316,19
r018_e03_w,,,s0317,20
r018_e03_w,13:25:00,13:25:00,s0330,21
r018_e03_b,14:00:00,14:00:00,s0330,1
r018_e03_b,,,s0317,2
r018_e03_b,,,s0316,3
r018_e03_b,,,s0315,4
r018_e03_b,,,s0329,5
r018_e03_b,,,s0194,6
r018_e03_b,,,s0193,7
r018_e03_b,,,s0192,8
r018_e03_b,,,s0202,9
r018_e03_b,,,s0203,10
r018_e03_b,,,s0201,11
r018_e03_b,,,s0076,12
r018_e03_b,,,s0087,13
r018_e03_b,,,s0086,14
r018_e03_b,,,s0231,15
r018_e03_b,,,s0289,16
r018_e03_b,,,s0016,17
r018_e03_b,,,s0172,18
r018_e03_b,,,s0052,19
r018_e03_b,,,s0051,20
r018_e03_b,15:10:00,15:10:00,s0042,21
r018_e04_w,14:30:00,14:30:00,s0042,1
r018_e04_w,,,s0051,2
r018_e04_w,,,s0052,3
r018_e04_w,,,s0172,4
r018_e04_w,,,s0016,5
r018_e04_w,,,s0289,6
r018_e04_w,,,s0231,7
r018_e04_w,,,s0086,8
r018_e04_w,,,s0087,9
r018_e04_w,,,s0076,10
r018_e04_w,,,s0201,11
r018_e04_w,,,s0203,12
r018_e04_w,,,s0202,13
r018_e04_w,,,s0192,14
r018_e04_w,,,s0193,15
r018_e04_w,,,s0194,16
r018_e04_w,,,s0329,17
r018_e04_w,,,s0315,18
r018_e04_w,,,s0316,19
r018_e04_w,,,s0317,20
r018_e04_w,15:55:00,15:55:00,s0330,21
r018_e04_b,16:00:00,16:00:00,s0330,1
r018_e04_b,,,s0317,2
r018_e04_b,,,s0316,3
r018_e04_b,,,s0315,4
r018_e04_b,,,s0329,5
r018_e04_b,,,s0194,6
r018_e04_b,,,s0193,7
r018_e04_b,,,s0192,8
r018_e04_b,,,s0202,9
r018_e04_b,,,s0203,10
r018_e04_b,,,s0201,11
r018_e04_b,,,s0076,12
r018_e04_b,,,s0087,13
r018_e04_b,,,s0086,14
r018_e04_b,,,s0231,15
r018_e04_b,,,s0289,16
r018_e04_b,,,s0016,17
r018_e04_b,,,s0172,18
r018_e04_b,,,s0052,19
r018_e04_b,,,s0051,20
r018_e04_b,17:25:00,17:25:00,s0042,21
r018_e05_w,16:00:00,16:00:00,s0042,1
r018_e05_w,,,s0051,2
r018_e05_w,,,s0052,3
r018_e05_w,,,s0172,4
r018_e05_w,,,s0016,5
r018_e05_w,,,s0289,6
r018_e05_w,,,s0231,7
r018_e05_w,,,s0086,8
r018_e05_w,,,s0087,9
r018_e05_w,,,s0076,10
r018_e05_w,,,s0201,11
r018_e05_w,,,s0203,12
r018_e05_w,,,s0202,13
r018_e05_w,,,s0192,14
r018_e05_w,,,s0193,15
r018_e05_w,,,s0194,16
r018_e05_w,,,s0329,17
r018_e05_w,,,s0315,18
r018_e05_w,,,s0316,19
r018_e05_w,,,s0317,20
